"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,71;0,7011111111;0,7055555556;0,7022333333;0,7088888889;0,7089;0,7088888889;0,7088888889;0,7;0,6844444444
0,7011111111;0,7055555556;0,7022333333;0,7088888889;0,7089;0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556
0,7055555556;0,7022333333;0,7088888889;0,7089;0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667
0,7022333333;0,7088888889;0,7089;0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333
0,7088888889;0,7089;0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444
0,7089;0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333
0,7088888889;0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667
0,7088888889;0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667
0,7;0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889
0,6844444444;0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333
0,6355555556;0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667
0,6966666667;0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333
0,6633333333;0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889
0,6744444444;0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111
0,6733333333;0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556
0,6766666667;0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778
0,6816666667;0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333
0,6688888889;0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333
0,6633333333;0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778
0,6416666667;0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333
0,6433333333;0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889
0,6138888889;0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555
0,6311111111;0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444
0,6355555556;0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556
0,6427777778;0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111
0,6633333333;0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444
0,6633333333;0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222
0,5977777778;0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222
0,6233333333;0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444
0,5588888889;0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778
0,555;0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444
0,5444444444;0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556
0,5255555556;0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444
0,4911111111;0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444
0,5044444444;0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564
0,4822222222;0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556
0,4722222222;0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556
0,4444444444;0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778
0,4497777778;0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889
0,4444444444;0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889
0,4505555556;0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222
0,4244444444;0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333
0,4244444444;0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333;0,55
0,4564;0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111
0,4555555556;0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889
0,4755555556;0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444
0,4777777778;0,4889;0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556
0,4889;0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333
0,5088888889;0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667
0,5222222222;0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333
0,5733333333;0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49
0,55;0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556
0,5611111111;0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333
0,5548888889;0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778
0,5444444444;0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111
0,5455555556;0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111
0,5233333333;0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556
0,5366666667;0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111
0,5133333333;0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444
0,49;0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222
0,5005555556;0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889
0,4933333333;0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458
0,5177777778;0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111
0,5061111111;0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889
0,5161111111;0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444
0,5205555556;0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444;0,41
0,5111111111;0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444;0,41;0,43
0,4994444444;0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444;0,41;0,43;0,4277777778
0,4872222222;0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444;0,41;0,43;0,4277777778;0,4233333333
0,4777888889;0,458;0,4511111111;0,4488888889;0,4344444444;0,41;0,43;0,4277777778;0,4233333333;0,4466666667
0,458;0,4511111111;0,4488888889;0,4344444444;0,41;0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111
0,4511111111;0,4488888889;0,4344444444;0,41;0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333
0,4488888889;0,4344444444;0,41;0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333
0,4344444444;0,41;0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444
0,41;0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444
0,43;0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556
0,4277777778;0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444
0,4233333333;0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333
0,4466666667;0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111
0,4347111111;0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444
0,4081333333;0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889
0,3933333333;0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39
0,3644444444;0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333
0,3544444444;0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333
0,3766555556;0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444
0,3644444444;0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111
0,3633333333;0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444
0,3811111111;0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444
0,3944444444;0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39
0,3838888889;0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778
0,39;0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778
0,3833333333;0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222
0,3933333333;0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111
0,3944444444;0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667
0,3911111111;0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667
0,3994444444;0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333
0,3844444444;0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889
0,39;0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333
0,4177777778;0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667
0,4177777778;0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556
0,4322222222;0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667
0,4211111111;0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667
0,4266666667;0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667
0,4266666667;0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444
0,4333333333;0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222
0,4488888889;0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778
0,4533333333;0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778
0,4766666667;0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222
0,4755555556;0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333
0,4966666667;0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333
0,4866666667;0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667
0,4866666667;0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556
0,4744444444;0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889
0,4672222222;0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333
0,4477777778;0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556
0,4577777778;0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778
0,4522222222;0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333
0,4583333333;0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43
0,4633333333;0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43;0,44
0,4666666667;0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43;0,44;0,4266666667
0,4555555556;0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43;0,44;0,4266666667;0,4227777778
0,4516888889;0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43;0,44;0,4266666667;0,4227777778;0,4188888889
0,4533333333;0,4555555556;0,4377777778;0,4333333333;0,43;0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778
0,4555555556;0,4377777778;0,4333333333;0,43;0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556
0,4377777778;0,4333333333;0,43;0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111
0,4333333333;0,43;0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778
0,43;0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222
0,44;0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41
0,4266666667;0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41;0,405
0,4227777778;0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41;0,405;0,3916666667
0,4188888889;0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41;0,405;0,3916666667;0,3988888889
0,4177777778;0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41;0,405;0,3916666667;0,3988888889;0,4033333333
0,4155555556;0,4211111111;0,4177777778;0,4122222222;0,41;0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333
0,4211111111;0,4177777778;0,4122222222;0,41;0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778
0,4177777778;0,4122222222;0,41;0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778
0,4122222222;0,41;0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222
0,41;0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111
0,405;0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111
0,3916666667;0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778
0,3988888889;0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889
0,4033333333;0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778
0,3933333333;0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222
0,3877777778;0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444
0,3777777778;0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667
0,3897222222;0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556
0,3911111111;0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556
0,3811111111;0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778
0,3777777778;0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556
0,3688888889;0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667
0,3577777778;0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444
0,3622222222;0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778
0,3694444444;0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889
0,3566666667;0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222
0,3644555556;0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889
0,3666555556;0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39
0,3837777778;0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778
0,3926555556;0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333
0,3866666667;0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333;0,36
0,3844444444;0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333;0,36;0,3788888889
0,3877777778;0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222
0,3988888889;0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889
0,3922222222;0,3938888889;0,39;0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778
0,3938888889;0,39;0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111
0,39;0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556
0,3777777778;0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222
0,3723333333;0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778
0,36;0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778
0,3788888889;0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333
0,3888222222;0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667
0,3858888889;0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667
0,3943777778;0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889
0,3911111111;0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222
0,4005555556;0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556
0,3972222222;0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41
0,4027777778;0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889
0,4027777778;0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444
0,3933333333;0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444;0,4
0,3966666667;0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444;0,4;0,4155555556
0,3991666667;0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444
0,3988888889;0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667
0,4022222222;0,4045555556;0,41;0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778
0,4045555556;0,41;0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667
0,41;0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444
0,4088888889;0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222
0,4124444444;0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111
0,4;0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667
0,4155555556;0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444
0,4155444444;0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778
0,4166666667;0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222
0,4155777778;0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889
0,4066666667;0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556
0,4144444444;0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111
0,4122222222;0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778
0,4011111111;0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111
0,3866666667;0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333
0,3844444444;0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778
0,3677777778;0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889
0,3722222222;0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4
0,3788888889;0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667
0,3805555556;0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667;0,4
0,3911111111;0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667;0,4;0,3944444444
0,3977777778;0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667;0,4;0,3944444444;0,3977777778
0,4111111111;0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889
0,4033333333;0,3977777778;0,3938888889;0,4;0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111
0,3977777778;0,3938888889;0,4;0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889
0,3938888889;0,4;0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111
0,4;0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333
0,3996666667;0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333
